statement_id,text,text_en,conclusions,author
482,"Der Verbraucher muss bestraft werden, wenn Plastik nicht korrekt entsorgt wird",The consumer must be punished if plastic is not disposed of correctly,363(-),upekiuser_4956
483,Bestrafung für falsche Entsorgung von Plastik,Punishment for improper disposal of plastic,363(-),upekiuser_4956
484,Energetisch gesehen sehr viel sinnvoller als eine Papierverpackung,"From an energetic point of view, much more sensible than paper packaging",363(-),upekiuser_2759
485,Verpackungen werden teuerer,Packaging is becoming more expensive,363(-),upekiuser_2759
486,"Man kann Obst und Gemüse waschen, eine Verpackung garantiert nicht dass das Obst und Gemüse sauber ist","You can wash fruits and vegetables, packaging does not guarantee that the fruits and vegetables are clean","385(-),363(+)",upekiuser_2455
487,Plastikverpackungen sind energetisch günstiger als Papier oder Glas,Plastic packaging is energetically cheaper than paper or glass,387(-),upekiuser_2759
488,"Soweit diese nicht verbrannt werden, stimmt das","As long as these are not burned, that's true",368(+),upekiuser_2759
489,Ja wissenschaftlich bewiesen,Yes scientifically proven,"364(+),368(-)",upekiuser_2759
490,Es gibt Plastikberge im Meer und sogenannte Müllstrudel,There are mountains of plastic in the sea and so-called garbage vortices,"383(-),363(+)",upekiuser_2759
491,"Man kann zum Beispiel Tüten weiterverwenden, die Frage ist allerdings ob die Menschen das wirklich machen","For example, you can continue to use bags, but the question is whether people really do that","381(+),366(+)",upekiuser_2455
492,"Man kann Obst und Gemüse säubern, eine Verpackung garantiert nicht dass das Obst/Gemüse sauber ist","You can clean fruits and vegetables, packaging does not guarantee that the fruits/vegetables are clean","385(-),387(+)",upekiuser_2455
493,Es sterben ehr viele Tiere daran,Many animals die from it,364(+),upekiuser_1822
494,"Man sieht viel im Fernsehen davon, es ist schrcklich","You see a lot of it on TV, it's horrible","364(+),366(+)",upekiuser_1464
495,Plastik in der See,Plastic in the sea,"368(-),363(+)",upekiuser_3750
496,"Es gibt keine sinnvolle Alternative. Die aktuell angebotenen Netze sind für matschiges Obst ungeeignet, da der Saft sich bei Verletzungen der Schale schnell in der Tasche ausbreitet","There is no sensible alternative. The nets currently on offer are unsuitable for mushy fruit, as the juice spreads quickly in the bag if the skin is damaged",363(-),upekiuser_3556
497,man kann Obst und Gemüse nicht immer waschen,you can't always wash fruits and vegetables,385(+),upekiuser_3556
498,"insbesondere in Corona und wenn man das Essen roh füttern möchte, bietet sich Verpackung an","Especially in Corona and if you want to feed the food raw, packaging is recommended",385(+),upekiuser_3556
499,Es gibt mittlerweile gute Alternativen zu Plastikverpackungrn,There are now good alternatives to plastic packaging,363(+),upekiuser_3351
500,es arbeitsplätze gefährdet,it endangers jobs,386(+),upekiuser_1099
501,Viele Plastikverpackungen sind Großpackungen. Dadurch wird die Wahrscheinlichkeit der Lebensmittelverschwendung erhöht,Many plastic packaging is bulk packaging. This increases the likelihood of food waste,363(+),upekiuser_2844
502,Plastikverpackungen sollten nicht 1:1 durch Papierverpackungen ersetzt werden. Weniger Verpackungen insgesamt sollte das Ziel sein,Plastic packaging should not be replaced 1: 1 by paper packaging. The goal should be less packaging overall,"387(+),363(+)",upekiuser_2844
503,In bestimmten Fällen ist die Plastikverpackung derzeit noch die beste Wahl zum Schutz der Lebensmittel,"In certain cases, plastic packaging is currently the best choice for protecting food",392(+),upekiuser_2844
504,"Es ist längst eindeutig, dass durch Plastikverpackungen Tiere sterben. Außerdem sind die langen Abbauzeiten der Materialien schädlich","It has long been clear that plastic packaging causes animals to die. In addition, the long degradation times of the materials are harmful",382(-),upekiuser_2844
505,Auch deutscher Plastikmüll findet sich immer wieder in ausländischen Müllbergen wieder. Und dies nicht zu unerheblichen Anteilen,German plastic waste can also be found again and again in mountains of foreign garbage. And not to a negligible extent,383(-),upekiuser_2844
506,"Plastik kann man auch verbrennen, sodass es am Ende gar nicht mehr umweltschädlich wäre, da die freigesetzten Chemikalien keinerlei Gefahren ausstrahlen","Plastic can also be burned, so that in the end it would no longer be harmful to the environment, as the chemicals released do not pose any danger",368(-),upekiuser_711
507,"Solange Deutschland Müll exportiert sind wir in gleichen Maßen dafür verantwortlich, was mit dem Müll passiert","As long as Germany exports garbage, we are equally responsible for what happens to the garbage",384(-),upekiuser_2844
508,"Das Argument, dass an einem Produkt oder einer Dienstleistung Arbeitsplätze hängen kann nicht wichtiger sein als alle (Spät-) Folgen der Nutzung dieses Produktes",The argument that jobs depend on a product or service cannot be more important than all the (late) consequences of using this product,386(-),upekiuser_2844
509,leicht zu handhaben,easy to use,389(+),upekiuser_2103
510,Weil es ganz einfach so ist,Because that's how it is,"364(-),370(-),368(-)",upekiuser_4663
511,Das grosse Problem besteht aus vielen kleinen Sünden,The big problem consists of many small sins,383(-),upekiuser_4663
512,Papierverpackungen lassen sich aus Altpapier herstellen. Sie verbrauchen damit weniger Ressourcen als Plastik,Paper packaging can be made from waste paper. They use fewer resources than plastic,387(-),upekiuser_4663
513,"Nässe kommt durch Plastik nicht durch, durch Papier aber sehr gut","Plastic does not get through moisture, but paper does it very well",392(+),upekiuser_4649
514,"Ich war Beruflich viel in Ländern, wo man sich überhaupt keine Gedanken macht, was Plastik für die Umwelt macht. Zum Beispiel Saudi Arabien","Professionally, I've been to a lot of countries where you don't even think about what plastic does for the environment. For example Saudi Arabia",363(+),upekiuser_908
515,"Für die Produktion von Plastik wird Öl verwendet, wodurch die Umwelt erhebich geschädigt wird","Oil is used in the production of plastic, which is very damaging to the environment","363(+),368(+)",upekiuser_215
516,"Sie sollten verboten sein, da sie nicht wieder verwendet werden können und leicht im Alltag zu substituieren sein",They should be banned because they cannot be reused and can be easily substituted in everyday life,"363(+),383(+)",upekiuser_3447
517,Ich bin mir nicht sicher ob das so stimmt,I'm not sure if that's true,373(-),upekiuser_3447
518,Es kommt immer auf die Beschaffenheit von Obst und Gemüse an,It always depends on the texture of fruits and vegetables,363(-),upekiuser_4363
519,Passt zu meinem Wissensstand und ergibt Sinn,Fits my level of knowledge and makes sense,366(+),upekiuser_3447
520,Das kann man so nicht sagen,You cant say it like that,388(-),upekiuser_4363
521,Ich möchte das mein Obst heil zu Hause ankommt,I want my fruit to arrive home safely,390(+),upekiuser_4363
522,es ist einfach Obstnetze zu benutzen,it is easy to use fruit nets,363(+),upekiuser_3583
523,Die Ökobilanz von Papierverpackungen ist nicht besser als die von Plastikverpackungen,The ecological balance of paper packaging is no better than that of plastic packaging,387(+),upekiuser_3420
525,Was zu beweisen wäre,What needs to be proven,"387(-),371(-)",upekiuser_4386
526,wegen Infektionsgefahr,because of the risk of infection,385(+),upekiuser_1339
527,Ist die Tatsache,Is the fact,364(+),upekiuser_2576
528,"erwiesen ist und bekannt ist, wie langsam sie sich abbauen",has been proven and known how slowly they degrade,368(+),upekiuser_4865
529,"Das ist doch völliger Quatsch...wir verbrennen den Plastikmüll und es sentsteht dadurch feinstaub den Keiner einatmen will. Die hersteller machen sich fast nie gedanken, wie Ihr hergestelltes Produkt entsorgt od. receycelt werden kann. das betrifft viele Wirtschaftszweige",That's complete nonsense... we burn the plastic waste and it creates fine dust that nobody wants to breathe. Manufacturers hardly ever think about how their manufactured product can be disposed of or recycled. this affects many branches of the economy,384(+),upekiuser_1996
530,schont Ressoucren,conserves resources,363(+),upekiuser_2538
531,Arbeitsplätze sollten keine hauptargument sein,Jobs shouldn't be a main argument,386(-),upekiuser_4361
532,"Plastikverpackungen für frische Lebensmittel sollten nur dann erlaubt sein, wenn diese recycled werden können. Andernfalls müssen sei verboten werden",Plastic packaging for fresh food should only be allowed if it can be recycled. Otherwise it must be forbidden,363(-),upekiuser_3891
533,Es gibt eine Müllinsel - dies allein zeigt schon dass definitiv zu viel Müll in den Meeren ist,There is a garbage island - this alone shows that there is definitely too much garbage in the oceans,"367(+),383(-)",upekiuser_2576
534,das ist längst erwiesen,that has long been proven,382(-),upekiuser_4485
535,"es ist eben so, dass sich Plastik nur sehr langwierig abbaut",the fact is that plastic only takes a long time to degrade,368(-),upekiuser_907
536,Es geht nicht nur um Papier als Alternative,It's not just about paper as an alternative,387(-),upekiuser_4485
537,Grenzkosten und Grenznutzen,Marginal costs and marginal benefits,384(-),upekiuser_5356
538,"plastik nicht gesund ist, macht es den menschen dann krank, es bleibt kja schließlich im wasser","plastic is not healthy, it makes people sick, it ultimately stays in the water",370(+),upekiuser_951
539,Plastikverpackungen schützen Obst und Gemüse am besten,Plastic packaging is the best way to protect fruits and vegetables,363(-),upekiuser_3678
540,"Wird von vielen Personen berührt, die Keime/Bakterien an sich tragen",Is touched by many people who have germs/bacteria on them,385(+),upekiuser_3560
541,die Tiere im Meer darunter leiden,the animals in the sea suffer,364(+),upekiuser_4452
542,stimmt,Right,385(+),upekiuser_4407
543,es ein Fakt ist,it is a fact,"368(+),364(+)",upekiuser_3557
544,Eine Holzkiste ist weitaus stabiler als eine Plastiktüte,A wooden box is far more stable than a plastic bag,388(-),upekiuser_5202
545,es gibt bereits viele Alternativen zu Plastik oder Papier,there are already many alternatives to plastic or paper,363(+),upekiuser_1094
546,der Menschen und Tiere zu liebe,to love people and animals,363(+),upekiuser_1006
547,Natürlich kompostierbare Alternativen zu Plastik schaffen,Create naturally compostable alternatives to plastic,363(+),upekiuser_3703
